Date,GDP_USD_Millions,Population,Vibranium_Production_Tons,Tourism_Visitors,Education_Expenditure_USD_Millions,Healthcare_Expenditure_USD_Millions,Military_Expenditure_USD_Millions,Technology_Investment_USD_Millions,Energy_Production_Megawatts,Unemployment_Rate,Poverty_Rate
2023-09-29 14:37:05.605710,107103,46938883,248,908002,4508,5917,9390,11779,39112,0.04429264591783235,0.04141493010708465
2023-09-28 14:37:05.605710,131769,41510883,368,1944107,2592,5724,8190,17931,32206,0.010799857143646676,0.020347038802441954
2023-09-27 14:37:05.605710,136150,37634380,376,1132752,4806,5072,8071,10112,39133,0.04853202173308717,0.023881404634979175
2023-09-26 14:37:05.605710,77175,40101131,179,1297407,2560,5437,11395,19623,30242,0.04673477982390899,0.06284336429838325
2023-09-25 14:37:05.605710,120529,40561496,315,660171,4539,5153,8408,16982,26714,0.047901417100037855,0.029759048503447974
2023-09-24 14:37:05.605710,131107,45077747,239,1209394,4643,5112,11758,13444,31705,0.02016336112508954,0.07035908063748558
2023-09-23 14:37:05.605710,94581,46319730,315,1487319,3072,3074,11390,13980,31314,0.034765870894017344,0.031057674355528128
2023-09-22 14:37:05.605710,82240,48188806,223,742623,2856,5177,11105,18274,29340,0.047685384641044076,0.022121648283962538
2023-09-21 14:37:05.605710,68188,39744803,441,624834,2351,5081,11781,14937,23393,0.029906564674524794,0.02405225264536597
2023-09-20 14:37:05.605710,74666,30767587,454,1965813,2360,5494,10256,13964,31004,0.037219580926054714,0.058233366652031174
2023-09-19 14:37:05.605710,143086,41981507,366,1576811,3567,4473,8987,16683,34646,0.015631369078972782,0.03562313087536843
2023-09-18 14:37:05.605710,124371,39214819,200,1310716,3841,6212,8794,10791,38463,0.04965844207474425,0.07920814674948667
2023-09-17 14:37:05.605710,91971,32312825,173,991699,4300,5445,11235,12243,39087,0.022735060460674954,0.023739619303340773
2023-09-16 14:37:05.605710,123627,33011881,322,1970243,3253,6200,11310,11862,23943,0.04561137465257306,0.02257343792883613
2023-09-15 14:37:05.605710,121017,38236843,471,1994353,2928,6241,10302,10742,24617,0.04448167033927132,0.058218591236727665
2023-09-14 14:37:05.605710,82478,32684482,237,1865840,3896,6618,9735,16656,24884,0.03635514107702511,0.04898626078414492
2023-09-13 14:37:05.605710,57892,33309385,277,850458,2084,5216,10787,17255,37838,0.02859251874895251,0.05291386597116367
2023-09-12 14:37:05.605710,114111,45085719,296,1128225,3386,4410,9900,15420,22728,0.04417085505216793,0.039105982581127546
2023-09-11 14:37:05.605710,147649,33326381,128,1657643,2471,5949,9461,10201,37583,0.020358690222143462,0.0323646428407987
2023-09-10 14:37:05.605710,68803,30253627,268,1430247,4547,6201,8316,17297,24144,0.0104760173216168,0.06857329052364967
2023-09-09 14:37:05.605710,99498,37967025,304,1737888,2497,5280,8079,14004,37951,0.036359819188971715,0.05055750262553914
2023-09-08 14:37:05.605710,149724,41877941,406,919820,4384,6590,10022,19290,32685,0.011442092721671822,0.054744042168023324
2023-09-07 14:37:05.605710,109572,32859044,312,1649128,3169,6987,8057,15106,24736,0.04167933169643883,0.0773753442897423
2023-09-06 14:37:05.605710,96554,43948880,421,1925498,4684,4147,8131,18673,21754,0.03955174490765918,0.030419800974927032
2023-09-05 14:37:05.605710,95670,34829336,468,1681568,2370,5628,11268,14342,28626,0.03150634443927903,0.044358980524649524
2023-09-04 14:37:05.605710,100595,42928322,100,986986,3062,3034,9202,18807,27943,0.02749423411159515,0.030603741796886956
2023-09-03 14:37:05.605710,68165,30509099,443,1074255,4928,4644,10729,15443,27452,0.027708387570645573,0.06486076426545306
2023-09-02 14:37:05.605710,73503,46247178,415,1458387,2221,4079,10490,17330,25105,0.02711582551360764,0.03913237230201422
2023-09-01 14:37:05.605710,126007,43309135,372,1653949,4003,6901,10796,10152,38812,0.023071132095332875,0.04359332197604715
2023-08-31 14:37:05.605710,113470,40746095,478,1696051,4130,6775,9910,17488,34998,0.04435134933137596,0.04189208552499003
2023-08-30 14:37:05.605710,69914,40489795,392,1672111,2969,4603,11569,12101,29896,0.030605308345301376,0.050878267510269956
2023-08-29 14:37:05.605710,56045,38134814,237,1662219,2637,6473,11195,14118,23031,0.01985105482967261,0.04330631894297406
2023-08-28 14:37:05.605710,65980,46074255,213,1395325,2204,5349,11312,14556,26623,0.042770036607818765,0.04631123549481145
2023-08-27 14:37:05.605710,120944,48368188,163,607860,2665,6487,9633,18991,27558,0.028449526347800423,0.029494041342882193
2023-08-26 14:37:05.605710,80581,46941527,356,1200081,4748,6187,9995,19436,32212,0.01856752936083194,0.036403551732203256
2023-08-25 14:37:05.605710,133637,31376220,229,719038,4469,5885,10863,10275,24360,0.04451551240986439,0.04915201941150654
2023-08-24 14:37:05.605710,98835,43719852,448,813246,4650,4456,9131,10375,34132,0.039714729919756206,0.025733660681861815
2023-08-23 14:37:05.605710,127552,33495408,125,1874590,4613,5823,11932,11778,38729,0.04659500617222766,0.022468060565935595
2023-08-22 14:37:05.605710,139176,30897080,217,1046220,2944,4445,8860,15674,26939,0.020389226271502185,0.058244102430902125
2023-08-21 14:37:05.605710,123534,47458455,359,1018446,3993,4001,10537,12026,30795,0.04206405926595157,0.05228807115963781
2023-08-20 14:37:05.605710,81270,30216918,104,1419299,4773,4070,10311,11642,26414,0.01365046369794403,0.04622364228627224
2023-08-19 14:37:05.605710,103278,34831046,325,1366378,3727,5068,10706,10409,28852,0.04098103132037109,0.0283630634231848
2023-08-18 14:37:05.605710,100426,31802000,492,1602753,3963,3340,11816,13763,30954,0.024031193434245667,0.04823512567794451
2023-08-17 14:37:05.605710,117527,49064497,363,1338140,2186,5529,10914,16337,33244,0.044091262468672496,0.05301101586288309
2023-08-16 14:37:05.605710,103765,31924561,101,951256,3635,3168,10858,18919,25431,0.048538038690728945,0.049002325605906324
2023-08-15 14:37:05.605710,82165,45167411,286,522952,3413,6447,9136,11381,20456,0.045851635126102894,0.07002061986892366
2023-08-14 14:37:05.605710,126434,32379934,194,1031193,2750,6284,11437,18902,36664,0.04705025181529122,0.053886330116545006
2023-08-13 14:37:05.605710,144520,30738757,368,1254510,2156,6506,10816,12092,20020,0.010873823336365565,0.03543767437549472
2023-08-12 14:37:05.605710,143575,35036188,483,654836,4300,3450,8505,17433,36865,0.011515836126766623,0.04208405128896196
2023-08-11 14:37:05.605710,144690,49041578,494,1465520,3069,5858,8309,14336,21275,0.035466973256183316,0.020070789641927312
2023-08-10 14:37:05.605710,100266,49122202,189,1441088,3597,4029,11284,18569,39115,0.011603529264380694,0.06637244127681056
2023-08-09 14:37:05.605710,95184,35008613,205,1591245,3690,4773,11404,13388,34780,0.02095282748613653,0.024573010301131005
2023-08-08 14:37:05.605710,68429,36552896,268,1764320,4958,4872,9105,12189,32780,0.037800395887970364,0.03355401015882992
2023-08-07 14:37:05.605710,54064,30310225,151,1222527,3083,5574,11837,16998,36768,0.036552485684610274,0.05665584238760944
2023-08-06 14:37:05.605710,137556,37810600,183,881578,2009,3082,11026,14590,21053,0.0171029906969662,0.05241323643697414
2023-08-05 14:37:05.605710,86618,42971358,394,1598506,2624,6256,11725,18476,28529,0.02395737587038868,0.0362144769330192
2023-08-04 14:37:05.605710,108315,43443955,290,1925776,4838,5247,10513,12843,20942,0.04316302683130684,0.04130746610521627
2023-08-03 14:37:05.605710,98219,49363457,206,1191623,4120,5688,10975,16590,39565,0.03521311480837132,0.06438564206858041
2023-08-02 14:37:05.605710,117304,33544489,432,1994568,4153,6156,11674,10250,25009,0.04228225570393199,0.07725576852269808
2023-08-01 14:37:05.605710,98567,41480649,371,1385286,3196,4785,10458,16422,27242,0.035004445207396165,0.04330556078918125
2023-07-31 14:37:05.605710,87328,45745125,356,932476,3227,3306,9777,10616,35632,0.0386566467157221,0.026687524035599618
2023-07-30 14:37:05.605710,145345,36077139,423,710801,4703,6530,10591,19210,26782,0.04277711153919241,0.06409773947172351
2023-07-29 14:37:05.605710,137501,30132169,424,805596,2627,4073,8009,12882,26174,0.030508469455410532,0.03678534680399677
2023-07-28 14:37:05.605710,110311,42644594,408,1903053,2843,5927,9223,16302,24639,0.013796789097064607,0.06918008987776474
2023-07-27 14:37:05.605710,86819,31938167,337,992804,4807,5740,11036,10003,20276,0.04669791459464818,0.045153245385227185
2023-07-26 14:37:05.605710,59780,36807551,262,1247239,2067,5317,8773,15485,28870,0.010387188793082354,0.06952475508159423
2023-07-25 14:37:05.605710,106647,49204970,354,1037420,4115,5047,8805,17911,20899,0.04621724556768761,0.054827168660094225
2023-07-24 14:37:05.605710,123598,39915149,339,1092125,4148,3191,9128,10756,36901,0.010579197467557578,0.03846880386011313
2023-07-23 14:37:05.605710,142634,37931275,312,1300332,3209,5351,10666,11213,32537,0.016702862954665297,0.042810544363654834
2023-07-22 14:37:05.605710,146733,47832338,487,1762503,2126,4372,8121,11075,29561,0.02376017086864486,0.03315994755337217
2023-07-21 14:37:05.605710,149890,36895190,446,1543322,2118,6869,11326,19165,34953,0.0395524572116753,0.0471241219179136
2023-07-20 14:37:05.605710,97286,36889566,430,1738726,3908,3864,11503,19613,35497,0.015734312785681773,0.03312863696032683
2023-07-19 14:37:05.605710,148171,40423460,323,986584,3672,5652,9906,12200,27466,0.04475186637840714,0.05728761287908277
2023-07-18 14:37:05.605710,68222,49674065,211,1306470,2339,4877,11654,19647,29737,0.013095814754138999,0.05304730175322324
2023-07-17 14:37:05.605710,124183,43065504,160,1295721,4002,4354,10471,17642,35505,0.03739262761748333,0.06367716303629152
2023-07-16 14:37:05.605710,55878,32687341,469,1753712,4735,5616,10660,11507,33149,0.04898574019703172,0.05066832675269316
2023-07-15 14:37:05.605710,119602,45181736,103,1899280,3641,5705,9164,19114,26086,0.04734304174220746,0.026349730917429894
2023-07-14 14:37:05.605710,55493,34629687,268,1769062,2301,3493,11761,19352,30686,0.022956910700435103,0.020034183051569624
2023-07-13 14:37:05.605710,92556,36100422,204,922110,4667,4636,8126,13917,22513,0.032899658314947997,0.03162265674326972
2023-07-12 14:37:05.605710,68911,34453860,198,604632,2884,5892,9247,16331,31007,0.021562916862162128,0.05073580200983745
2023-07-11 14:37:05.605710,117350,44997810,337,892971,3923,6049,8697,15689,38189,0.04521582346767232,0.07218878000758874
2023-07-10 14:37:05.605710,148934,47511389,322,1907293,4085,5872,9066,10483,38865,0.028156116649138856,0.05855698859239904
2023-07-09 14:37:05.605710,117300,45772402,285,1229643,2876,6123,11768,16664,39336,0.020999286508395994,0.040804742577361386
2023-07-08 14:37:05.605710,137176,30719915,305,1460632,2951,6031,11741,15738,33563,0.010651038695634068,0.06445072231293092
2023-07-07 14:37:05.605710,94370,39159743,381,1523288,3955,5009,9626,15273,32535,0.04898265476390401,0.02277229570385291
2023-07-06 14:37:05.605710,61307,38023670,397,959139,3465,5974,8555,16260,27441,0.040132191547324954,0.039167044072466906
2023-07-05 14:37:05.605710,120797,34116940,486,526130,4066,5668,11479,11563,36476,0.03320370323583993,0.06930407986693778
2023-07-04 14:37:05.605710,95268,49042361,460,1391352,3345,6258,10605,18420,35105,0.0345538500600163,0.0669448868992481
2023-07-03 14:37:05.605710,124397,36177133,342,630193,2969,6482,11450,14022,36725,0.04843852998158582,0.06888347672316564
2023-07-02 14:37:05.605710,144008,33990058,212,892260,2401,3991,9797,19189,34961,0.048273188335458454,0.06643258569955801
2023-07-01 14:37:05.605710,90621,46059469,305,1151053,4280,5123,9368,12542,26272,0.028557514583894425,0.03051229286698757
2023-06-30 14:37:05.605710,74677,34472414,475,1822743,3519,6608,8720,18383,32876,0.04152947701149233,0.02671169689944879
2023-06-29 14:37:05.605710,126791,41112078,111,1288923,2888,4165,10712,14795,23002,0.01832933259522935,0.03672469918721368
2023-06-28 14:37:05.605710,115050,40301906,399,621625,4616,5740,11549,18136,26641,0.023265319173019706,0.06409860013247863
2023-06-27 14:37:05.605710,101994,39112688,413,1424259,3211,4271,11819,10582,33432,0.03482043006466564,0.06553363231463438
2023-06-26 14:37:05.605710,116127,46638546,159,543229,4022,4392,11614,13055,25934,0.01610341079029405,0.05371616419273312
2023-06-25 14:37:05.605710,92256,41504073,387,1161140,3607,6061,11976,11804,33547,0.039793628199478494,0.06561435751313867
2023-06-24 14:37:05.605710,73653,30576941,391,1975236,2076,4776,8266,13755,21953,0.034115798654571046,0.06389230996594812
2023-06-23 14:37:05.605710,137532,33351010,336,1822732,4233,6866,11622,13101,34353,0.02220913467030229,0.06937901558891117
2023-06-22 14:37:05.605710,92718,36513234,373,1245748,2282,6370,11180,12210,33666,0.04230498905963795,0.043138922932983395
2023-06-21 14:37:05.605710,125382,48245239,173,1849441,4423,5897,10695,14184,21216,0.04462424112136773,0.06010231666920442
2023-06-20 14:37:05.605710,52883,37152377,393,843788,4896,4111,9855,12934,34356,0.022231543307206454,0.022353483846674207
2023-06-19 14:37:05.605710,93193,34639155,179,1340964,3156,5795,10671,10789,29293,0.022199691430116957,0.07237570635181066
2023-06-18 14:37:05.605710,143146,37084234,221,1516927,3900,3253,11864,14314,29651,0.04756069501118474,0.06962788774444781
2023-06-17 14:37:05.605710,111345,36318526,415,1569557,4009,6131,9794,12600,26068,0.04773518872699323,0.05221101328203395
2023-06-16 14:37:05.605710,59933,30094714,199,1107839,3588,5353,9735,17303,22082,0.04701672658242067,0.02961256532611604
2023-06-15 14:37:05.605710,59467,46986192,313,1171425,4216,6460,9444,18594,22728,0.047447554762454706,0.034905253453072264
2023-06-14 14:37:05.605710,54600,38975113,333,687191,4627,3071,8491,13655,39664,0.03337858741591839,0.047750054833091436
2023-06-13 14:37:05.605710,90342,47708134,236,1976474,2721,4653,8708,15665,22236,0.031094171661724825,0.07503728240183945
2023-06-12 14:37:05.605710,149060,31484705,244,628680,4443,4000,9934,11978,21969,0.041589680500308895,0.03269191129191276
2023-06-11 14:37:05.605710,127848,47096283,401,826802,2156,3045,11754,19398,24425,0.026389667082632517,0.07907369247998927
2023-06-10 14:37:05.605710,51082,32800336,397,1734169,3613,4257,8216,17877,29313,0.047565451872836145,0.03994686855043786
2023-06-09 14:37:05.605710,66725,48729271,319,1322264,2070,5861,10513,10643,37361,0.04593779663169966,0.07930469943827752
2023-06-08 14:37:05.605710,96043,43879624,400,1154362,3462,4319,10779,17642,39348,0.038405162771065614,0.07288085209652133
2023-06-07 14:37:05.605710,123656,35451896,463,650537,2514,3673,9400,15473,28344,0.04744517585739157,0.07083702299389016
2023-06-06 14:37:05.605710,94941,36416164,368,963449,3562,5077,10455,17647,31596,0.01457259046321759,0.042791088608358174
2023-06-05 14:37:05.605710,66381,47979385,373,857586,4271,4051,9445,18913,21500,0.04647954226316157,0.04351841185445921
2023-06-04 14:37:05.605710,102431,40276323,340,1212671,2079,3717,11378,15137,21790,0.02705949303110816,0.04031354013987286
2023-06-03 14:37:05.605710,142739,39957564,398,1249202,2208,5020,11357,12890,25409,0.03617555125898842,0.07165016411957062
2023-06-02 14:37:05.605710,128249,31102007,345,1494108,2974,5654,10762,13881,21095,0.03574568686089041,0.027005798818705552
2023-06-01 14:37:05.605710,98273,47546482,277,741479,4823,6465,9271,18832,36665,0.01054742041852871,0.07142576598386075
2023-05-31 14:37:05.605710,72829,39966267,276,511351,4090,5263,9771,16014,31536,0.016681153521408823,0.0705698975232004
2023-05-30 14:37:05.605710,118310,46240520,192,1234066,3468,6428,8796,19068,37952,0.03153737126705104,0.03646619342877844
2023-05-29 14:37:05.605710,60364,39855542,117,676513,2177,3933,10367,18539,33120,0.0313185363544508,0.02551756966128294
2023-05-28 14:37:05.605710,83858,31861877,302,1799960,4845,5993,11692,11735,39905,0.024597939396336706,0.07293517384719773
2023-05-27 14:37:05.605710,105703,47680247,347,588728,2317,5356,9432,19914,35543,0.03626751697000517,0.06035709153950093
2023-05-26 14:37:05.605710,78050,47813189,145,1657923,3349,5094,9631,11484,29957,0.0428370620686892,0.02012129276747084
2023-05-25 14:37:05.605710,122083,39761819,447,1313020,3898,6044,9940,14891,23867,0.02498633356153397,0.0476288023418097
2023-05-24 14:37:05.605710,120190,32695477,449,746765,2076,6535,9750,14156,21913,0.03685211121916382,0.05746657852894388
2023-05-23 14:37:05.605710,110269,40054986,168,1188775,4309,5919,10064,14156,20430,0.030517281136698708,0.05945023948663629
2023-05-22 14:37:05.605710,147973,44654588,357,746094,4119,5061,8040,19061,31115,0.04592800113898506,0.049681424530390594
2023-05-21 14:37:05.605710,59277,47108927,195,1673491,3857,4463,9132,12038,31465,0.010943566170698818,0.0429481810292664
2023-05-20 14:37:05.605710,72931,40090878,194,1555406,2908,5630,8781,12449,20794,0.014604636633339739,0.039294884650082754
2023-05-19 14:37:05.605710,91603,35871458,144,1576035,2586,3978,10645,12910,30991,0.016406911125775803,0.07055461268072767
2023-05-18 14:37:05.605710,99998,31953409,147,1704004,4002,5484,8639,18302,22973,0.038371365132080296,0.037216201548562866
2023-05-17 14:37:05.605710,95021,45898298,289,1601567,4574,3737,10545,10359,37038,0.027179482189669965,0.0484100716076541
2023-05-16 14:37:05.605710,112029,45376980,294,662872,4827,4352,9178,19404,37024,0.03092145764992863,0.058671801257623765
2023-05-15 14:37:05.605710,53903,35758067,495,1298955,2220,5041,10312,16568,25293,0.02981432478239473,0.054914664488722176
2023-05-14 14:37:05.605710,128721,49607997,292,1423273,4745,5594,8586,18064,38252,0.04806957244979482,0.059666343840491645
2023-05-13 14:37:05.605710,131982,41319044,102,701437,4469,6560,8168,18775,20282,0.04437434466717314,0.02214324541944014
2023-05-12 14:37:05.605710,81980,45372020,426,1388768,4191,4940,9358,11753,32635,0.04686156284923636,0.07640348653156638
2023-05-11 14:37:05.605710,95355,37766856,382,1079842,4922,5256,10697,12626,30909,0.04036563633241761,0.03317728098922151
2023-05-10 14:37:05.605710,132800,40229188,376,807763,4260,5143,11579,19415,34184,0.011943499373018982,0.051828542374343325
2023-05-09 14:37:05.605710,127121,45582697,227,1648826,2935,3314,8133,16275,25621,0.0405580222617907,0.06924295970899544
2023-05-08 14:37:05.605710,119240,46540840,265,1085355,2235,6410,8991,16969,38951,0.014003435067198531,0.06290296032583555
2023-05-07 14:37:05.605710,137892,46795832,168,1118243,2810,4387,10563,15259,35628,0.04446717166839682,0.045032369795454816
2023-05-06 14:37:05.605710,136291,47596869,372,591543,4836,5036,10828,13241,37491,0.029627699193596473,0.07539379494641722
2023-05-05 14:37:05.605710,73573,32180210,200,1540511,3714,5868,9666,11178,22412,0.012250190965022046,0.05926227025497689
2023-05-04 14:37:05.605710,137583,48038563,238,1035659,4003,5815,8993,11310,21566,0.046530544426511104,0.04574333674926918
2023-05-03 14:37:05.605710,83272,32291127,471,1190783,3506,5446,8363,12755,36645,0.04644015957655871,0.02843550155523627
2023-05-02 14:37:05.605710,64675,38893439,207,646909,4129,6950,9561,11625,36013,0.04142811860079471,0.0612013587867309
2023-05-01 14:37:05.605710,58025,31987356,126,831919,2885,3842,9985,14156,25704,0.04424073841679029,0.034506521409782616
2023-04-30 14:37:05.605710,132983,36709712,223,1793991,2184,6083,10293,15844,30043,0.024111554682390453,0.04295017466595026
2023-04-29 14:37:05.605710,109145,45926995,387,1602946,4512,3017,10913,17536,33540,0.010357473937596909,0.05269089936622552
2023-04-28 14:37:05.605710,133436,47876659,351,1456141,2966,3444,8696,19857,31055,0.02116953977696688,0.022856217846250672
2023-04-27 14:37:05.605710,92616,32496595,440,1431593,3470,5339,8313,14118,28823,0.04549722956308796,0.026801124887111717
2023-04-26 14:37:05.605710,54733,37415299,311,807493,2908,3257,8797,15675,25093,0.013236427064560555,0.05970921489887042
2023-04-25 14:37:05.605710,60648,35119324,204,856984,3127,3417,11896,10630,27115,0.02962252710659838,0.04428605875593562
2023-04-24 14:37:05.605710,112112,43872746,340,787296,2679,6808,10597,18221,26083,0.015826114509757315,0.059313266272447915
2023-04-23 14:37:05.605710,119279,39954153,201,1362699,2107,6401,11297,11034,29869,0.026176356375876383,0.06001577418038302
2023-04-22 14:37:05.605710,90212,43008041,416,689606,4806,3484,11768,14922,31628,0.0457483097482623,0.03345987102946852
2023-04-21 14:37:05.605710,81193,38365132,192,994663,4384,5874,11736,17740,39545,0.016057889463424548,0.045931204617277295
2023-04-20 14:37:05.605710,74328,33358607,326,830650,3104,6712,11415,12345,29910,0.049132643307926285,0.042333132322542655
2023-04-19 14:37:05.605710,55256,47134629,212,1338911,2474,5485,9202,16860,29436,0.03634196366100565,0.05495677058504883
2023-04-18 14:37:05.605710,62017,37606226,486,1025217,4336,3066,9919,11089,25612,0.03303158523073657,0.05882414798591937
2023-04-17 14:37:05.605710,120067,36901642,153,1292692,4258,3552,8494,16318,23452,0.028059990643051674,0.06688076869526381
2023-04-16 14:37:05.605710,87793,45871438,203,1818676,2798,6959,10912,16295,39551,0.031645216589898294,0.043070553527719616
2023-04-15 14:37:05.605710,86059,43121240,330,1610852,4559,3671,8735,12867,35200,0.016929853344874846,0.07657610405617145
2023-04-14 14:37:05.605710,135059,41861549,196,1918985,4416,4007,9409,13766,31026,0.041727273551717,0.021580994855452732
2023-04-13 14:37:05.605710,129814,47043928,396,1299816,2250,4780,9056,11416,28397,0.043227571965057096,0.04950414270725253
2023-04-12 14:37:05.605710,80639,31175233,285,540428,3692,4262,11184,14851,21256,0.019674609655573716,0.03310170189374807
2023-04-11 14:37:05.605710,119368,36012283,316,1693829,4732,5052,8121,18128,29296,0.033349157378710616,0.053406513362804706
2023-04-10 14:37:05.605710,108124,46346531,180,1224305,3348,3829,10494,17256,39239,0.022832455255698998,0.04154022426505313
2023-04-09 14:37:05.605710,101446,37621180,393,1546309,4174,4559,9939,17649,23811,0.0291081160696037,0.04252675322801831
2023-04-08 14:37:05.605710,140768,33415933,403,744146,2150,5487,9607,13201,38991,0.010713704338882399,0.06967126776130289
2023-04-07 14:37:05.605710,132988,40455344,265,519857,3607,3280,9750,16842,29474,0.01972968000928689,0.0690962166938461
2023-04-06 14:37:05.605710,71741,45686819,253,545465,3423,3446,9060,13456,26821,0.012499118277909633,0.047507189250197465
2023-04-05 14:37:05.605710,51953,43928378,276,1522410,2897,6961,10497,15313,30974,0.03323297943356738,0.04461051790180316
2023-04-04 14:37:05.605710,88472,33283805,275,1936034,3389,4186,10613,19674,23021,0.02175163872581363,0.03336042262857833
2023-04-03 14:37:05.605710,83265,34962136,230,1709528,4364,4979,10642,16742,38636,0.04816478939111865,0.07376530667804329
2023-04-02 14:37:05.605710,84371,44512909,123,1441616,4467,4996,9479,11090,32981,0.01673615021063836,0.04493736945008875
2023-04-01 14:37:05.605710,143638,45675815,385,547652,3136,6478,8216,13871,30492,0.044290874369443164,0.05650593155717623
2023-03-31 14:37:05.605710,65507,37160854,262,1228241,4319,5606,10786,18022,32091,0.010703276709282132,0.03869942195503464
2023-03-30 14:37:05.605710,105538,46754077,199,1028708,4508,5743,9983,12144,22103,0.010468951085944313,0.03660613533791064
2023-03-29 14:37:05.605710,67329,39195434,350,1991245,4285,4613,8916,13250,26644,0.03548246736694726,0.027307484844746707
2023-03-28 14:37:05.605710,138398,43798644,451,1841099,4165,6936,10797,12811,26922,0.02717525417981663,0.06952652081641018
2023-03-27 14:37:05.605710,76008,40932758,219,1861426,2374,6388,9041,14470,25593,0.01597735848003127,0.07778121495033806
2023-03-26 14:37:05.605710,109892,38759343,436,596377,2178,3624,8394,15104,24785,0.020585736289996645,0.04789322013001332
2023-03-25 14:37:05.605710,66964,49197894,468,1719605,2739,3004,9936,14246,34681,0.034534447613948784,0.05654337918317495
2023-03-24 14:37:05.605710,60368,32782977,191,683831,3511,4664,11281,11282,24031,0.04653956403330757,0.024424056149422717
2023-03-23 14:37:05.605710,85611,39265238,411,1147394,2983,3774,9895,18565,24546,0.016823381648952886,0.07246587027601242
2023-03-22 14:37:05.605710,80981,35265856,213,811109,2965,6542,11803,12618,20123,0.022589885068223882,0.026550016952309123
2023-03-21 14:37:05.605710,101071,37491077,381,1436871,3811,6605,9873,19295,25827,0.04789289312245123,0.04159109362796627
2023-03-20 14:37:05.605710,111975,33028464,143,1612052,4025,5142,8936,19945,27584,0.017459375538950318,0.037887824304468624
2023-03-19 14:37:05.605710,134340,33258003,310,1182562,3525,4809,9586,17985,37273,0.046355261645386024,0.0378893258498702
2023-03-18 14:37:05.605710,73503,32273824,258,1878568,3328,5862,10314,11323,21931,0.04306918596766074,0.07458599203659974
2023-03-17 14:37:05.605710,82723,47718352,252,1580855,4584,4182,11276,18535,29588,0.031027606040477218,0.0326110116811395
2023-03-16 14:37:05.605710,109723,39216634,453,1844551,3038,6949,9519,16286,38972,0.039334596270595046,0.07375481190820418
2023-03-15 14:37:05.605710,77811,40580914,148,1942919,2897,5121,8974,13189,33256,0.015772770110599788,0.03413336946507919
2023-03-14 14:37:05.605710,113424,44185995,475,1197848,4287,6481,9176,10937,22633,0.013809184859522641,0.03851660218586944
2023-03-13 14:37:05.605710,124247,41902145,329,954848,2648,5360,11744,10158,21431,0.048886811763510396,0.029391208273603447
2023-03-12 14:37:05.605710,73292,38076092,246,1201210,3199,6179,11222,16595,24514,0.028157939752937997,0.039356418683569094
2023-03-11 14:37:05.605710,109550,47592795,324,547529,4620,3285,9781,16817,27848,0.04888014842708843,0.0555883234882128
2023-03-10 14:37:05.605710,93213,47911210,455,1637699,2990,3720,10267,18525,20612,0.03619706393426493,0.04185047784112412
2023-03-09 14:37:05.605710,61098,33450604,377,1689199,3396,4521,11202,16955,26060,0.04068477928046222,0.05390342657429617
2023-03-08 14:37:05.605710,116517,38698346,318,1010422,3630,5042,10451,18399,27345,0.0135147913740765,0.04040296237018182
2023-03-07 14:37:05.605710,141255,35241918,276,1468195,2096,4861,10751,15687,32014,0.03404537755482835,0.07736254131686575
2023-03-06 14:37:05.605710,115978,45475928,191,1945130,4489,4897,10608,18786,29898,0.019171932076367613,0.0370934787535117
2023-03-05 14:37:05.605710,99438,36500492,283,1898381,3689,6834,8335,16049,22499,0.02301886831399924,0.057651457671837644
2023-03-04 14:37:05.605710,80778,44405868,144,1257161,2703,5006,9423,11671,31706,0.01579972687391526,0.030779386101241164
2023-03-03 14:37:05.605710,74864,43336197,226,1177914,2543,4888,11088,19350,28167,0.03653641126001879,0.07640305844513885
2023-03-02 14:37:05.605710,75807,34106197,369,1832513,4953,3614,8259,18933,27323,0.012250042421517433,0.07865269971517534
2023-03-01 14:37:05.605710,53413,48218417,347,1153416,2786,3480,11868,17196,23043,0.03620845718617835,0.058310642094551376
2023-02-28 14:37:05.605710,114754,36641577,214,1924310,4743,5513,11071,13146,35663,0.010779969981193124,0.046591789584935296
2023-02-27 14:37:05.605710,54270,41701476,284,1941290,3759,3941,11624,17262,23620,0.026057085374208193,0.042605099086248106
2023-02-26 14:37:05.605710,102231,37495275,374,660241,3068,4060,9137,14953,35049,0.0234928377016385,0.07354559691401119
2023-02-25 14:37:05.605710,95666,40360767,126,1512680,3718,3386,11558,16696,26853,0.027783390233032404,0.055863091405912
2023-02-24 14:37:05.605710,68332,33463785,321,843348,3128,6256,9654,17220,39116,0.04278824601303856,0.06898536760750815
2023-02-23 14:37:05.605710,61820,31881016,242,1165150,3725,3872,8040,16665,23815,0.016961057447052688,0.03177404681080406
2023-02-22 14:37:05.605710,81557,36468315,189,1097699,2301,4628,9263,16613,33957,0.018647464802072397,0.04669050038274186
2023-02-21 14:37:05.605710,69265,44793235,226,1128560,3998,3079,11068,10750,27341,0.03567238364752306,0.053676455358219174
2023-02-20 14:37:05.605710,66204,49165871,345,713620,2445,6021,9951,11416,31878,0.02282798171330109,0.060251921985338616
2023-02-19 14:37:05.605710,118372,48988257,389,1457822,4471,5553,8723,18181,35907,0.013324190239352074,0.07461868271245263
2023-02-18 14:37:05.605710,73823,37291187,102,517878,2385,3098,10174,11073,20775,0.04874011726573248,0.05437208978995031
